Problem,Error Type,Correct Answer,Incorrect Answer
"There are 192 balloons. If 87 balloons pop, how many balloons are left?",Subtraction Error,105,182
"There are 46 balloons. If 2 balloons pop, how many balloons are left?",Subtraction Error,44,128
"There are 20 cookies, and they need to be divided equally among 36 friends. How many cookies does each friend get?",Division Error,0.555555555555556,1.11275496164772
"There are 151 cookies, and they need to be divided equally among 53 friends. How many cookies does each friend get?",Division Error,2.84905660377359,3.71251481061876
"There are 179 cookies, and they need to be divided equally among 16 friends. How many cookies does each friend get?",Division Error,11.1875,12.0681084441205
"John has 182 boxes, and each box contains 187 chocolates. How many chocolates does he have in total?",Multiplication Error,34034,34042
"There are 165 balloons. If 60 balloons pop, how many balloons are left?",Subtraction Error,105,160
"There are 185 cookies, and they need to be divided equally among 74 friends. How many cookies does each friend get?",Division Error,2.5,2.73933081728452
"There are 159 cookies, and they need to be divided equally among 157 friends. How many cookies does each friend get?",Division Error,1.01273885350319,1.29832166082821
"There are 22 cookies, and they need to be divided equally among 21 friends. How many cookies does each friend get?",Division Error,1.04761904761905,1.78188982561044
"There are 92 apples. If you add 75 more apples, how many apples do you have?",Addition Error,167,205
"There are 1 cookies, and they need to be divided equally among 6 friends. How many cookies does each friend get?",Division Error,0.166666666666667,0.441604072929494
"There are 18 apples. If you add 176 more apples, how many apples do you have?",Addition Error,194,265
"There are 173 cookies, and they need to be divided equally among 152 friends. How many cookies does each friend get?",Division Error,1.13815789473684,1.59344602338738
"John has 136 boxes, and each box contains 101 chocolates. How many chocolates does he have in total?",Multiplication Error,13736,13739
"John has 161 boxes, and each box contains 180 chocolates. How many chocolates does he have in total?",Multiplication Error,28980,28985
"There are 48 apples. If you add 100 more apples, how many apples do you have?",Addition Error,148,224
"John has 28 boxes, and each box contains 13 chocolates. How many chocolates does he have in total?",Multiplication Error,364,372
"John has 12 boxes, and each box contains 111 chocolates. How many chocolates does he have in total?",Multiplication Error,1332,1338
"There are 94 cookies, and they need to be divided equally among 158 friends. How many cookies does each friend get?",Division Error,0.594936708860759,1.02534895489608
"There are 149 apples. If you add 62 more apples, how many apples do you have?",Addition Error,211,239
"There are 120 apples. If you add 32 more apples, how many apples do you have?",Addition Error,152,187
"There are 150 balloons. If 139 balloons pop, how many balloons are left?",Subtraction Error,11,87
"There are 47 cookies, and they need to be divided equally among 145 friends. How many cookies does each friend get?",Division Error,0.324137931034483,0.708425079437671
"There are 130 balloons. If 49 balloons pop, how many balloons are left?",Subtraction Error,81,144
"There are 157 balloons. If 41 balloons pop, how many balloons are left?",Subtraction Error,116,155
"There are 129 balloons. If 15 balloons pop, how many balloons are left?",Subtraction Error,114,186
"There are 89 apples. If you add 139 more apples, how many apples do you have?",Addition Error,228,288
"There are 193 balloons. If 17 balloons pop, how many balloons are left?",Subtraction Error,176,200
"John has 134 boxes, and each box contains 68 chocolates. How many chocolates does he have in total?",Multiplication Error,9112,9122
"There are 199 balloons. If 12 balloons pop, how many balloons are left?",Subtraction Error,187,238
"John has 183 boxes, and each box contains 172 chocolates. How many chocolates does he have in total?",Multiplication Error,31476,31482
"There are 37 apples. If you add 167 more apples, how many apples do you have?",Addition Error,204,275
"There are 64 apples. If you add 68 more apples, how many apples do you have?",Addition Error,132,151
"There are 115 cookies, and they need to be divided equally among 119 friends. How many cookies does each friend get?",Division Error,0.966386554621849,1.56559118535411
"There are 146 cookies, and they need to be divided equally among 71 friends. How many cookies does each friend get?",Division Error,2.05633802816901,2.71702372041863
"There are 42 apples. If you add 159 more apples, how many apples do you have?",Addition Error,201,287
"There are 54 cookies, and they need to be divided equally among 98 friends. How many cookies does each friend get?",Division Error,0.551020408163265,0.826662420838209
"There are 156 balloons. If 76 balloons pop, how many balloons are left?",Subtraction Error,80,131
"There are 161 apples. If you add 18 more apples, how many apples do you have?",Addition Error,179,211
"There are 19 cookies, and they need to be divided equally among 107 friends. How many cookies does each friend get?",Division Error,0.177570093457944,0.827457449472652
"There are 105 cookies, and they need to be divided equally among 86 friends. How many cookies does each friend get?",Division Error,1.22093023255814,1.76430279762755
"There are 55 apples. If you add 96 more apples, how many apples do you have?",Addition Error,151,238
"There are 118 apples. If you add 146 more apples, how many apples do you have?",Addition Error,264,292
"There are 157 apples. If you add 117 more apples, how many apples do you have?",Addition Error,274,291
"There are 38 cookies, and they need to be divided equally among 157 friends. How many cookies does each friend get?",Division Error,0.24203821656051,0.830467721105532
"There are 32 apples. If you add 70 more apples, how many apples do you have?",Addition Error,102,123
"There are 147 apples. If you add 181 more apples, how many apples do you have?",Addition Error,328,364
"John has 158 boxes, and each box contains 107 chocolates. How many chocolates does he have in total?",Multiplication Error,16906,16908
"There are 123 apples. If you add 12 more apples, how many apples do you have?",Addition Error,135,207
"There are 155 balloons. If 51 balloons pop, how many balloons are left?",Subtraction Error,104,133
"There are 145 balloons. If 146 balloons pop, how many balloons are left?",Subtraction Error,-1,85
"There are 159 balloons. If 135 balloons pop, how many balloons are left?",Subtraction Error,24,94
"There are 36 cookies, and they need to be divided equally among 99 friends. How many cookies does each friend get?",Division Error,0.363636363636364,0.744731554232511
"There are 27 cookies, and they need to be divided equally among 34 friends. How many cookies does each friend get?",Division Error,0.794117647058824,1.15769117927616
"John has 157 boxes, and each box contains 68 chocolates. How many chocolates does he have in total?",Multiplication Error,10676,10681
"There are 142 balloons. If 51 balloons pop, how many balloons are left?",Subtraction Error,91,134
"There are 21 apples. If you add 140 more apples, how many apples do you have?",Addition Error,161,198
"There are 146 apples. If you add 49 more apples, how many apples do you have?",Addition Error,195,255
"John has 103 boxes, and each box contains 181 chocolates. How many chocolates does he have in total?",Multiplication Error,18643,18650
"There are 74 cookies, and they need to be divided equally among 129 friends. How many cookies does each friend get?",Division Error,0.573643410852713,0.884416657300193
"There are 114 cookies, and they need to be divided equally among 41 friends. How many cookies does each friend get?",Division Error,2.78048780487805,3.36204594784053
"John has 128 boxes, and each box contains 41 chocolates. How many chocolates does he have in total?",Multiplication Error,5248,5251
"John has 82 boxes, and each box contains 117 chocolates. How many chocolates does he have in total?",Multiplication Error,9594,9601
"There are 197 apples. If you add 19 more apples, how many apples do you have?",Addition Error,216,217
"John has 34 boxes, and each box contains 18 chocolates. How many chocolates does he have in total?",Multiplication Error,612,620
"There are 73 apples. If you add 83 more apples, how many apples do you have?",Addition Error,156,226
"There are 50 cookies, and they need to be divided equally among 128 friends. How many cookies does each friend get?",Division Error,0.390625,0.493932276790989
"There are 61 apples. If you add 52 more apples, how many apples do you have?",Addition Error,113,194
"There are 9 balloons. If 66 balloons pop, how many balloons are left?",Subtraction Error,-57,4
"There are 65 balloons. If 53 balloons pop, how many balloons are left?",Subtraction Error,12,53
"John has 102 boxes, and each box contains 42 chocolates. How many chocolates does he have in total?",Multiplication Error,4284,4293
"There are 94 apples. If you add 174 more apples, how many apples do you have?",Addition Error,268,345
"There are 68 balloons. If 40 balloons pop, how many balloons are left?",Subtraction Error,28,106
"There are 94 apples. If you add 153 more apples, how many apples do you have?",Addition Error,247,310
"There are 55 apples. If you add 26 more apples, how many apples do you have?",Addition Error,81,98
"There are 162 cookies, and they need to be divided equally among 38 friends. How many cookies does each friend get?",Division Error,4.26315789473684,4.89159744872038
"There are 143 cookies, and they need to be divided equally among 33 friends. How many cookies does each friend get?",Division Error,4.33333333333333,4.73714911477713
"There are 138 cookies, and they need to be divided equally among 160 friends. How many cookies does each friend get?",Division Error,0.8625,1.21356201232275
"There are 25 apples. If you add 46 more apples, how many apples do you have?",Addition Error,71,98
"John has 184 boxes, and each box contains 92 chocolates. How many chocolates does he have in total?",Multiplication Error,16928,16935
"There are 94 balloons. If 17 balloons pop, how many balloons are left?",Subtraction Error,77,135
"There are 173 cookies, and they need to be divided equally among 99 friends. How many cookies does each friend get?",Division Error,1.74747474747475,1.98928206193108
"There are 109 apples. If you add 63 more apples, how many apples do you have?",Addition Error,172,244
"There are 113 apples. If you add 161 more apples, how many apples do you have?",Addition Error,274,354
"John has 104 boxes, and each box contains 37 chocolates. How many chocolates does he have in total?",Multiplication Error,3848,3852
"There are 52 apples. If you add 77 more apples, how many apples do you have?",Addition Error,129,174
"There are 64 cookies, and they need to be divided equally among 148 friends. How many cookies does each friend get?",Division Error,0.432432432432433,0.61685970439533
"There are 197 balloons. If 40 balloons pop, how many balloons are left?",Subtraction Error,157,206
"There are 44 cookies, and they need to be divided equally among 102 friends. How many cookies does each friend get?",Division Error,0.431372549019608,0.980188925029041
"There are 143 cookies, and they need to be divided equally among 194 friends. How many cookies does each friend get?",Division Error,0.737113402061856,1.28127701861748
"There are 110 cookies, and they need to be divided equally among 88 friends. How many cookies does each friend get?",Division Error,1.25,2.1424675557408
"There are 107 balloons. If 161 balloons pop, how many balloons are left?",Subtraction Error,-54,46
"There are 2 balloons. If 172 balloons pop, how many balloons are left?",Subtraction Error,-170,-97
"There are 140 balloons. If 59 balloons pop, how many balloons are left?",Subtraction Error,81,86
"John has 85 boxes, and each box contains 92 chocolates. How many chocolates does he have in total?",Multiplication Error,7820,7827
"There are 89 balloons. If 191 balloons pop, how many balloons are left?",Subtraction Error,-102,-38
"There are 110 cookies, and they need to be divided equally among 77 friends. How many cookies does each friend get?",Division Error,1.42857142857143,1.64864791001273
"There are 83 balloons. If 49 balloons pop, how many balloons are left?",Subtraction Error,34,51
"There are 81 apples. If you add 40 more apples, how many apples do you have?",Addition Error,121,212
"John has 81 boxes, and each box contains 50 chocolates. How many chocolates does he have in total?",Multiplication Error,4050,4053
"There are 5 cookies, and they need to be divided equally among 190 friends. How many cookies does each friend get?",Division Error,0.0263157894736842,0.665551769165633
"There are 135 balloons. If 166 balloons pop, how many balloons are left?",Subtraction Error,-31,33
"John has 140 boxes, and each box contains 161 chocolates. How many chocolates does he have in total?",Multiplication Error,22540,22549
"There are 113 cookies, and they need to be divided equally among 122 friends. How many cookies does each friend get?",Division Error,0.926229508196721,1.28433677887219
"John has 48 boxes, and each box contains 153 chocolates. How many chocolates does he have in total?",Multiplication Error,7344,7346
"There are 71 balloons. If 137 balloons pop, how many balloons are left?",Subtraction Error,-66,-4
"John has 70 boxes, and each box contains 117 chocolates. How many chocolates does he have in total?",Multiplication Error,8190,8199
"John has 157 boxes, and each box contains 168 chocolates. How many chocolates does he have in total?",Multiplication Error,26376,26379
"There are 129 apples. If you add 185 more apples, how many apples do you have?",Addition Error,314,412
"There are 4 balloons. If 108 balloons pop, how many balloons are left?",Subtraction Error,-104,-34
"John has 31 boxes, and each box contains 109 chocolates. How many chocolates does he have in total?",Multiplication Error,3379,3380
"There are 3 cookies, and they need to be divided equally among 32 friends. How many cookies does each friend get?",Division Error,0.09375,0.471691492407542
"There are 55 apples. If you add 16 more apples, how many apples do you have?",Addition Error,71,118
"John has 74 boxes, and each box contains 104 chocolates. How many chocolates does he have in total?",Multiplication Error,7696,7705
"There are 123 apples. If you add 82 more apples, how many apples do you have?",Addition Error,205,224
"There are 174 cookies, and they need to be divided equally among 142 friends. How many cookies does each friend get?",Division Error,1.22535211267606,1.68235347117289
"There are 170 balloons. If 126 balloons pop, how many balloons are left?",Subtraction Error,44,56
"John has 136 boxes, and each box contains 182 chocolates. How many chocolates does he have in total?",Multiplication Error,24752,24754
"There are 168 apples. If you add 134 more apples, how many apples do you have?",Addition Error,302,367
"John has 137 boxes, and each box contains 133 chocolates. How many chocolates does he have in total?",Multiplication Error,18221,18227
"John has 130 boxes, and each box contains 138 chocolates. How many chocolates does he have in total?",Multiplication Error,17940,17949
"There are 135 cookies, and they need to be divided equally among 34 friends. How many cookies does each friend get?",Division Error,3.97058823529412,4.77790523600769
"There are 79 cookies, and they need to be divided equally among 193 friends. How many cookies does each friend get?",Division Error,0.409326424870466,0.910017168093457
"There are 62 balloons. If 15 balloons pop, how many balloons are left?",Subtraction Error,47,98
"There are 153 cookies, and they need to be divided equally among 72 friends. How many cookies does each friend get?",Division Error,2.125,2.85760220904085
"There are 56 balloons. If 182 balloons pop, how many balloons are left?",Subtraction Error,-126,-51
"There are 40 cookies, and they need to be divided equally among 15 friends. How many cookies does each friend get?",Division Error,2.66666666666667,3.1247576118425
"There are 144 balloons. If 28 balloons pop, how many balloons are left?",Subtraction Error,116,207
"John has 107 boxes, and each box contains 129 chocolates. How many chocolates does he have in total?",Multiplication Error,13803,13809
"There are 152 cookies, and they need to be divided equally among 112 friends. How many cookies does each friend get?",Division Error,1.35714285714286,1.62559721347702
"John has 55 boxes, and each box contains 156 chocolates. How many chocolates does he have in total?",Multiplication Error,8580,8585
"John has 113 boxes, and each box contains 59 chocolates. How many chocolates does he have in total?",Multiplication Error,6667,6673
"There are 169 cookies, and they need to be divided equally among 140 friends. How many cookies does each friend get?",Division Error,1.20714285714286,1.67465801385623
"John has 44 boxes, and each box contains 158 chocolates. How many chocolates does he have in total?",Multiplication Error,6952,6960
"There are 64 cookies, and they need to be divided equally among 172 friends. How many cookies does each friend get?",Division Error,0.372093023255814,0.884938693843835
"There are 182 cookies, and they need to be divided equally among 148 friends. How many cookies does each friend get?",Division Error,1.22972972972973,2.0657620584751
"There are 43 apples. If you add 165 more apples, how many apples do you have?",Addition Error,208,271
"There are 162 apples. If you add 68 more apples, how many apples do you have?",Addition Error,230,317
"There are 179 cookies, and they need to be divided equally among 159 friends. How many cookies does each friend get?",Division Error,1.12578616352201,1.94377408584782
"There are 66 balloons. If 14 balloons pop, how many balloons are left?",Subtraction Error,52,79
"There are 39 balloons. If 137 balloons pop, how many balloons are left?",Subtraction Error,-98,-46
"There are 192 apples. If you add 72 more apples, how many apples do you have?",Addition Error,264,298
"There are 145 balloons. If 32 balloons pop, how many balloons are left?",Subtraction Error,113,194
"There are 13 balloons. If 104 balloons pop, how many balloons are left?",Subtraction Error,-91,-25
"There are 107 apples. If you add 152 more apples, how many apples do you have?",Addition Error,259,339
"There are 107 cookies, and they need to be divided equally among 69 friends. How many cookies does each friend get?",Division Error,1.55072463768116,1.72136219040976
"There are 135 cookies, and they need to be divided equally among 148 friends. How many cookies does each friend get?",Division Error,0.912162162162162,1.18137294577915
"There are 137 balloons. If 176 balloons pop, how many balloons are left?",Subtraction Error,-39,-21
"John has 58 boxes, and each box contains 180 chocolates. How many chocolates does he have in total?",Multiplication Error,10440,10447
"John has 20 boxes, and each box contains 139 chocolates. How many chocolates does he have in total?",Multiplication Error,2780,2781
"There are 65 balloons. If 166 balloons pop, how many balloons are left?",Subtraction Error,-101,-11
"There are 1 balloons. If 71 balloons pop, how many balloons are left?",Subtraction Error,-70,13
"There are 108 apples. If you add 154 more apples, how many apples do you have?",Addition Error,262,293
"There are 147 cookies, and they need to be divided equally among 198 friends. How many cookies does each friend get?",Division Error,0.742424242424242,1.16824246222447
"There are 167 balloons. If 25 balloons pop, how many balloons are left?",Subtraction Error,142,242
"There are 185 balloons. If 173 balloons pop, how many balloons are left?",Subtraction Error,12,72
"There are 12 apples. If you add 141 more apples, how many apples do you have?",Addition Error,153,185
"John has 106 boxes, and each box contains 157 chocolates. How many chocolates does he have in total?",Multiplication Error,16642,16644
"There are 138 cookies, and they need to be divided equally among 84 friends. How many cookies does each friend get?",Division Error,1.64285714285714,2.27778404487691
"There are 160 cookies, and they need to be divided equally among 45 friends. How many cookies does each friend get?",Division Error,3.55555555555556,4.28767572563686
"There are 109 balloons. If 84 balloons pop, how many balloons are left?",Subtraction Error,25,37
"There are 141 balloons. If 157 balloons pop, how many balloons are left?",Subtraction Error,-16,45
"John has 146 boxes, and each box contains 105 chocolates. How many chocolates does he have in total?",Multiplication Error,15330,15340
"There are 115 apples. If you add 105 more apples, how many apples do you have?",Addition Error,220,223
"There are 104 apples. If you add 183 more apples, how many apples do you have?",Addition Error,287,315
"There are 6 cookies, and they need to be divided equally among 164 friends. How many cookies does each friend get?",Division Error,0.0365853658536585,0.624855132851798
"There are 177 balloons. If 7 balloons pop, how many balloons are left?",Subtraction Error,170,257
"There are 37 balloons. If 110 balloons pop, how many balloons are left?",Subtraction Error,-73,-6
"There are 113 cookies, and they need to be divided equally among 31 friends. How many cookies does each friend get?",Division Error,3.64516129032258,3.88941307901357
"There are 113 balloons. If 196 balloons pop, how many balloons are left?",Subtraction Error,-83,-23
"There are 52 cookies, and they need to be divided equally among 192 friends. How many cookies does each friend get?",Division Error,0.270833333333333,1.07033719340485
"There are 79 balloons. If 177 balloons pop, how many balloons are left?",Subtraction Error,-98,-15
"There are 88 apples. If you add 108 more apples, how many apples do you have?",Addition Error,196,199
"There are 127 apples. If you add 188 more apples, how many apples do you have?",Addition Error,315,391
"John has 23 boxes, and each box contains 21 chocolates. How many chocolates does he have in total?",Multiplication Error,483,487
"There are 149 cookies, and they need to be divided equally among 161 friends. How many cookies does each friend get?",Division Error,0.925465838509317,1.54142455024721
"John has 109 boxes, and each box contains 82 chocolates. How many chocolates does he have in total?",Multiplication Error,8938,8948
"John has 2 boxes, and each box contains 194 chocolates. How many chocolates does he have in total?",Multiplication Error,388,390
"There are 12 balloons. If 198 balloons pop, how many balloons are left?",Subtraction Error,-186,-174
"There are 137 cookies, and they need to be divided equally among 12 friends. How many cookies does each friend get?",Division Error,11.4166666666667,11.7999335843393
"John has 97 boxes, and each box contains 124 chocolates. How many chocolates does he have in total?",Multiplication Error,12028,12037
"John has 76 boxes, and each box contains 65 chocolates. How many chocolates does he have in total?",Multiplication Error,4940,4949
"There are 41 balloons. If 200 balloons pop, how many balloons are left?",Subtraction Error,-159,-86
"There are 108 apples. If you add 63 more apples, how many apples do you have?",Addition Error,171,186
"There are 183 cookies, and they need to be divided equally among 130 friends. How many cookies does each friend get?",Division Error,1.40769230769231,2.14106805240116
"John has 85 boxes, and each box contains 5 chocolates. How many chocolates does he have in total?",Multiplication Error,425,435
"There are 129 cookies, and they need to be divided equally among 180 friends. How many cookies does each friend get?",Division Error,0.716666666666667,1.34411300663463
"There are 128 balloons. If 36 balloons pop, how many balloons are left?",Subtraction Error,92,150
"There are 177 balloons. If 185 balloons pop, how many balloons are left?",Subtraction Error,-8,83
"John has 102 boxes, and each box contains 168 chocolates. How many chocolates does he have in total?",Multiplication Error,17136,17139
"There are 3 balloons. If 192 balloons pop, how many balloons are left?",Subtraction Error,-189,-157
"There are 148 apples. If you add 184 more apples, how many apples do you have?",Addition Error,332,424
"There are 98 balloons. If 172 balloons pop, how many balloons are left?",Subtraction Error,-74,-66
"There are 153 apples. If you add 150 more apples, how many apples do you have?",Addition Error,303,372
"There are 74 cookies, and they need to be divided equally among 13 friends. How many cookies does each friend get?",Division Error,5.69230769230769,6.52215741076963
"John has 150 boxes, and each box contains 140 chocolates. How many chocolates does he have in total?",Multiplication Error,21000,21007
"John has 63 boxes, and each box contains 168 chocolates. How many chocolates does he have in total?",Multiplication Error,10584,10590
"There are 104 apples. If you add 186 more apples, how many apples do you have?",Addition Error,290,360
"John has 42 boxes, and each box contains 104 chocolates. How many chocolates does he have in total?",Multiplication Error,4368,4369
"John has 50 boxes, and each box contains 65 chocolates. How many chocolates does he have in total?",Multiplication Error,3250,3254
"John has 151 boxes, and each box contains 40 chocolates. How many chocolates does he have in total?",Multiplication Error,6040,6046
"John has 47 boxes, and each box contains 25 chocolates. How many chocolates does he have in total?",Multiplication Error,1175,1180
"There are 47 cookies, and they need to be divided equally among 148 friends. How many cookies does each friend get?",Division Error,0.317567567567568,0.879467863316339
"There are 71 apples. If you add 121 more apples, how many apples do you have?",Addition Error,192,289
"There are 164 cookies, and they need to be divided equally among 91 friends. How many cookies does each friend get?",Division Error,1.8021978021978,2.20353766748514
"There are 180 cookies, and they need to be divided equally among 59 friends. How many cookies does each friend get?",Division Error,3.05084745762712,3.15666600920536
"There are 129 balloons. If 169 balloons pop, how many balloons are left?",Subtraction Error,-40,41
"John has 23 boxes, and each box contains 145 chocolates. How many chocolates does he have in total?",Multiplication Error,3335,3344
"There are 87 balloons. If 51 balloons pop, how many balloons are left?",Subtraction Error,36,60
"John has 32 boxes, and each box contains 90 chocolates. How many chocolates does he have in total?",Multiplication Error,2880,2881
"There are 41 balloons. If 115 balloons pop, how many balloons are left?",Subtraction Error,-74,-49
"There are 20 apples. If you add 23 more apples, how many apples do you have?",Addition Error,43,140
"John has 16 boxes, and each box contains 135 chocolates. How many chocolates does he have in total?",Multiplication Error,2160,2166
"John has 172 boxes, and each box contains 198 chocolates. How many chocolates does he have in total?",Multiplication Error,34056,34062
"There are 62 apples. If you add 50 more apples, how many apples do you have?",Addition Error,112,197
"There are 11 balloons. If 3 balloons pop, how many balloons are left?",Subtraction Error,8,104
"There are 71 cookies, and they need to be divided equally among 181 friends. How many cookies does each friend get?",Division Error,0.392265193370166,0.75349026119463
"There are 82 balloons. If 113 balloons pop, how many balloons are left?",Subtraction Error,-31,38
"John has 69 boxes, and each box contains 195 chocolates. How many chocolates does he have in total?",Multiplication Error,13455,13459
"There are 6 balloons. If 159 balloons pop, how many balloons are left?",Subtraction Error,-153,-147
"John has 66 boxes, and each box contains 166 chocolates. How many chocolates does he have in total?",Multiplication Error,10956,10962
"There are 165 cookies, and they need to be divided equally among 58 friends. How many cookies does each friend get?",Division Error,2.8448275862069,3.60952202499236
"John has 45 boxes, and each box contains 197 chocolates. How many chocolates does he have in total?",Multiplication Error,8865,8871
"There are 9 balloons. If 44 balloons pop, how many balloons are left?",Subtraction Error,-35,32
"There are 19 cookies, and they need to be divided equally among 55 friends. How many cookies does each friend get?",Division Error,0.345454545454546,1.11643538920959
"There are 157 apples. If you add 106 more apples, how many apples do you have?",Addition Error,263,353
"There are 38 apples. If you add 133 more apples, how many apples do you have?",Addition Error,171,268
"John has 33 boxes, and each box contains 48 chocolates. How many chocolates does he have in total?",Multiplication Error,1584,1589
"There are 24 apples. If you add 183 more apples, how many apples do you have?",Addition Error,207,222
"There are 9 cookies, and they need to be divided equally among 169 friends. How many cookies does each friend get?",Division Error,0.0532544378698225,0.781925566371686
"There are 187 cookies, and they need to be divided equally among 81 friends. How many cookies does each friend get?",Division Error,2.30864197530864,2.61803563650378
"There are 77 balloons. If 41 balloons pop, how many balloons are left?",Subtraction Error,36,37
"There are 143 apples. If you add 66 more apples, how many apples do you have?",Addition Error,209,210
"There are 81 cookies, and they need to be divided equally among 20 friends. How many cookies does each friend get?",Division Error,4.05,4.53256619284405
"John has 157 boxes, and each box contains 199 chocolates. How many chocolates does he have in total?",Multiplication Error,31243,31247
"There are 45 balloons. If 93 balloons pop, how many balloons are left?",Subtraction Error,-48,-35
"There are 16 balloons. If 80 balloons pop, how many balloons are left?",Subtraction Error,-64,-48
"There are 3 balloons. If 187 balloons pop, how many balloons are left?",Subtraction Error,-184,-124
"John has 67 boxes, and each box contains 186 chocolates. How many chocolates does he have in total?",Multiplication Error,12462,12467
"There are 16 cookies, and they need to be divided equally among 87 friends. How many cookies does each friend get?",Division Error,0.183908045977012,0.408097911982252
"There are 59 apples. If you add 165 more apples, how many apples do you have?",Addition Error,224,274
"John has 90 boxes, and each box contains 20 chocolates. How many chocolates does he have in total?",Multiplication Error,1800,1801
"There are 147 balloons. If 136 balloons pop, how many balloons are left?",Subtraction Error,11,67
"There are 38 balloons. If 21 balloons pop, how many balloons are left?",Subtraction Error,17,73
"There are 54 apples. If you add 84 more apples, how many apples do you have?",Addition Error,138,148
"John has 155 boxes, and each box contains 60 chocolates. How many chocolates does he have in total?",Multiplication Error,9300,9306
"John has 128 boxes, and each box contains 37 chocolates. How many chocolates does he have in total?",Multiplication Error,4736,4745
"John has 106 boxes, and each box contains 193 chocolates. How many chocolates does he have in total?",Multiplication Error,20458,20461
"There are 176 balloons. If 9 balloons pop, how many balloons are left?",Subtraction Error,167,247
"There are 125 cookies, and they need to be divided equally among 175 friends. How many cookies does each friend get?",Division Error,0.714285714285714,0.896882978350082
"There are 82 apples. If you add 121 more apples, how many apples do you have?",Addition Error,203,243
"John has 63 boxes, and each box contains 172 chocolates. How many chocolates does he have in total?",Multiplication Error,10836,10846
"There are 154 cookies, and they need to be divided equally among 13 friends. How many cookies does each friend get?",Division Error,11.8461538461539,11.9788104036289
"There are 75 apples. If you add 65 more apples, how many apples do you have?",Addition Error,140,215
"There are 173 apples. If you add 162 more apples, how many apples do you have?",Addition Error,335,430
"There are 135 cookies, and they need to be divided equally among 38 friends. How many cookies does each friend get?",Division Error,3.55263157894737,4.04008748709922
"There are 198 cookies, and they need to be divided equally among 27 friends. How many cookies does each friend get?",Division Error,7.33333333333333,7.4875395008365
"John has 5 boxes, and each box contains 122 chocolates. How many chocolates does he have in total?",Multiplication Error,610,616
"There are 73 apples. If you add 138 more apples, how many apples do you have?",Addition Error,211,282
"There are 73 apples. If you add 32 more apples, how many apples do you have?",Addition Error,105,159
"There are 5 cookies, and they need to be divided equally among 125 friends. How many cookies does each friend get?",Division Error,0.04,0.625941863537415
"There are 175 cookies, and they need to be divided equally among 54 friends. How many cookies does each friend get?",Division Error,3.24074074074074,3.93062611790712
"There are 137 cookies, and they need to be divided equally among 119 friends. How many cookies does each friend get?",Division Error,1.15126050420168,1.75037702938395
"There are 142 cookies, and they need to be divided equally among 14 friends. How many cookies does each friend get?",Division Error,10.1428571428571,10.33794922878
"There are 160 balloons. If 34 balloons pop, how many balloons are left?",Subtraction Error,126,180
"There are 121 apples. If you add 123 more apples, how many apples do you have?",Addition Error,244,267
"There are 108 cookies, and they need to be divided equally among 45 friends. How many cookies does each friend get?",Division Error,2.4,3.0010582445845
"There are 137 apples. If you add 179 more apples, how many apples do you have?",Addition Error,316,341
"John has 122 boxes, and each box contains 124 chocolates. How many chocolates does he have in total?",Multiplication Error,15128,15133
"There are 157 cookies, and they need to be divided equally among 40 friends. How many cookies does each friend get?",Division Error,3.925,4.25388043265571
"There are 34 balloons. If 184 balloons pop, how many balloons are left?",Subtraction Error,-150,-72
"There are 94 balloons. If 2 balloons pop, how many balloons are left?",Subtraction Error,92,181
"John has 100 boxes, and each box contains 177 chocolates. How many chocolates does he have in total?",Multiplication Error,17700,17710
"John has 189 boxes, and each box contains 167 chocolates. How many chocolates does he have in total?",Multiplication Error,31563,31566
"There are 132 cookies, and they need to be divided equally among 154 friends. How many cookies does each friend get?",Division Error,0.857142857142857,1.20782809897328
"There are 37 cookies, and they need to be divided equally among 139 friends. How many cookies does each friend get?",Division Error,0.266187050359712,0.837576495230833
"There are 192 balloons. If 110 balloons pop, how many balloons are left?",Subtraction Error,82,91
"There are 173 balloons. If 159 balloons pop, how many balloons are left?",Subtraction Error,14,84
"There are 43 apples. If you add 193 more apples, how many apples do you have?",Addition Error,236,305
"There are 36 cookies, and they need to be divided equally among 171 friends. How many cookies does each friend get?",Division Error,0.210526315789474,0.936621734624853
"There are 29 cookies, and they need to be divided equally among 116 friends. How many cookies does each friend get?",Division Error,0.25,0.957096108741945
"John has 161 boxes, and each box contains 114 chocolates. How many chocolates does he have in total?",Multiplication Error,18354,18363
"There are 139 balloons. If 142 balloons pop, how many balloons are left?",Subtraction Error,-3,93
"John has 173 boxes, and each box contains 174 chocolates. How many chocolates does he have in total?",Multiplication Error,30102,30105
"There are 159 apples. If you add 8 more apples, how many apples do you have?",Addition Error,167,227
"There are 198 apples. If you add 122 more apples, how many apples do you have?",Addition Error,320,413
"There are 61 balloons. If 193 balloons pop, how many balloons are left?",Subtraction Error,-132,-131
"There are 72 apples. If you add 144 more apples, how many apples do you have?",Addition Error,216,268
"John has 47 boxes, and each box contains 199 chocolates. How many chocolates does he have in total?",Multiplication Error,9353,9361
"There are 43 cookies, and they need to be divided equally among 99 friends. How many cookies does each friend get?",Division Error,0.434343434343434,1.32026503517648
"There are 65 apples. If you add 113 more apples, how many apples do you have?",Addition Error,178,237
"There are 36 cookies, and they need to be divided equally among 20 friends. How many cookies does each friend get?",Division Error,1.8,2.3479344059676
"There are 143 apples. If you add 83 more apples, how many apples do you have?",Addition Error,226,319
