Problem,Error Type,Correct Answer,Incorrect Answer
"There are 4 balloons. If 10 balloons pop, how many balloons are left?",Subtraction Error,-6,-3
"There are 2 cookies, and they need to be divided equally among 5 friends. How many cookies does each friend get?",Division Error,0.4,0.896910000009322
"There are 20 balloons. If 7 balloons pop, how many balloons are left?",Subtraction Error,13,16
"There are 19 cookies, and they need to be divided equally among 1 friends. How many cookies does each friend get?",Division Error,19,19.8199554672424
"There are 18 apples. If you add 2 more apples, how many apples do you have?",Addition Error,20,30
"There are 3 balloons. If 5 balloons pop, how many balloons are left?",Subtraction Error,-2,0
"There are 7 cookies, and they need to be divided equally among 2 friends. How many cookies does each friend get?",Division Error,3.5,3.97505685484968
"There are 6 balloons. If 5 balloons pop, how many balloons are left?",Subtraction Error,1,7
"There are 15 balloons. If 3 balloons pop, how many balloons are left?",Subtraction Error,12,16
"There are 5 balloons. If 8 balloons pop, how many balloons are left?",Subtraction Error,-3,1
"There are 12 balloons. If 10 balloons pop, how many balloons are left?",Subtraction Error,2,11
"John has 3 boxes, and each box contains 3 chocolates. How many chocolates does he have in total?",Multiplication Error,9,14
"There are 12 apples. If you add 4 more apples, how many apples do you have?",Addition Error,16,18
"There are 20 apples. If you add 5 more apples, how many apples do you have?",Addition Error,25,31
"John has 16 boxes, and each box contains 3 chocolates. How many chocolates does he have in total?",Multiplication Error,48,52
"There are 9 apples. If you add 2 more apples, how many apples do you have?",Addition Error,11,18
"John has 7 boxes, and each box contains 6 chocolates. How many chocolates does he have in total?",Multiplication Error,42,48
"There are 5 balloons. If 9 balloons pop, how many balloons are left?",Subtraction Error,-4,1
"John has 16 boxes, and each box contains 4 chocolates. How many chocolates does he have in total?",Multiplication Error,64,69
"John has 19 boxes, and each box contains 5 chocolates. How many chocolates does he have in total?",Multiplication Error,95,100
"John has 11 boxes, and each box contains 4 chocolates. How many chocolates does he have in total?",Multiplication Error,44,46
"There are 1 balloons. If 6 balloons pop, how many balloons are left?",Subtraction Error,-5,-2
"There are 19 apples. If you add 6 more apples, how many apples do you have?",Addition Error,25,34
"There are 13 cookies, and they need to be divided equally among 7 friends. How many cookies does each friend get?",Division Error,1.85714285714286,2.75424847495006
"There are 1 apples. If you add 3 more apples, how many apples do you have?",Addition Error,4,10
"There are 4 cookies, and they need to be divided equally among 2 friends. How many cookies does each friend get?",Division Error,2,2.51467735380308
"John has 5 boxes, and each box contains 10 chocolates. How many chocolates does he have in total?",Multiplication Error,50,54
"There are 15 balloons. If 2 balloons pop, how many balloons are left?",Subtraction Error,13,22
"There are 2 cookies, and they need to be divided equally among 1 friends. How many cookies does each friend get?",Division Error,2,2.1616815006512
"There are 11 balloons. If 9 balloons pop, how many balloons are left?",Subtraction Error,2,12
"There are 1 balloons. If 8 balloons pop, how many balloons are left?",Subtraction Error,-7,-3
"John has 4 boxes, and each box contains 7 chocolates. How many chocolates does he have in total?",Multiplication Error,28,38
"John has 9 boxes, and each box contains 5 chocolates. How many chocolates does he have in total?",Multiplication Error,45,55
"There are 8 cookies, and they need to be divided equally among 4 friends. How many cookies does each friend get?",Division Error,2,2.8292890120548
"There are 6 balloons. If 2 balloons pop, how many balloons are left?",Subtraction Error,4,7
"There are 19 apples. If you add 7 more apples, how many apples do you have?",Addition Error,26,31
"John has 13 boxes, and each box contains 7 chocolates. How many chocolates does he have in total?",Multiplication Error,91,93
"John has 14 boxes, and each box contains 3 chocolates. How many chocolates does he have in total?",Multiplication Error,42,52
"There are 4 apples. If you add 6 more apples, how many apples do you have?",Addition Error,10,19
"There are 14 apples. If you add 9 more apples, how many apples do you have?",Addition Error,23,25
"There are 4 balloons. If 7 balloons pop, how many balloons are left?",Subtraction Error,-3,7
"There are 12 cookies, and they need to be divided equally among 10 friends. How many cookies does each friend get?",Division Error,1.2,1.35148501376281
"There are 10 balloons. If 6 balloons pop, how many balloons are left?",Subtraction Error,4,12
"There are 19 apples. If you add 9 more apples, how many apples do you have?",Addition Error,28,34
"There are 20 cookies, and they need to be divided equally among 4 friends. How many cookies does each friend get?",Division Error,5,5.14079439869592
"John has 15 boxes, and each box contains 2 chocolates. How many chocolates does he have in total?",Multiplication Error,30,33
"There are 19 cookies, and they need to be divided equally among 8 friends. How many cookies does each friend get?",Division Error,2.375,2.71401921195182
"There are 4 cookies, and they need to be divided equally among 6 friends. How many cookies does each friend get?",Division Error,0.666666666666667,1.45013740264336
"John has 7 boxes, and each box contains 5 chocolates. How many chocolates does he have in total?",Multiplication Error,35,38
"There are 11 apples. If you add 2 more apples, how many apples do you have?",Addition Error,13,16
"There are 15 cookies, and they need to be divided equally among 1 friends. How many cookies does each friend get?",Division Error,15,15.2095218306446
"There are 3 cookies, and they need to be divided equally among 3 friends. How many cookies does each friend get?",Division Error,1,1.67110613794471
"John has 2 boxes, and each box contains 3 chocolates. How many chocolates does he have in total?",Multiplication Error,6,9
"John has 20 boxes, and each box contains 1 chocolates. How many chocolates does he have in total?",Multiplication Error,20,30
"There are 13 apples. If you add 3 more apples, how many apples do you have?",Addition Error,16,25
"John has 10 boxes, and each box contains 3 chocolates. How many chocolates does he have in total?",Multiplication Error,30,36
"There are 11 balloons. If 5 balloons pop, how many balloons are left?",Subtraction Error,6,13
"There are 18 cookies, and they need to be divided equally among 10 friends. How many cookies does each friend get?",Division Error,1.8,1.90915554894264
"There are 8 balloons. If 9 balloons pop, how many balloons are left?",Subtraction Error,-1,5
"There are 10 cookies, and they need to be divided equally among 7 friends. How many cookies does each friend get?",Division Error,1.42857142857143,1.95302982567202
"There are 10 cookies, and they need to be divided equally among 2 friends. How many cookies does each friend get?",Division Error,5,5.61517926993081
"John has 8 boxes, and each box contains 6 chocolates. How many chocolates does he have in total?",Multiplication Error,48,52
"There are 15 apples. If you add 5 more apples, how many apples do you have?",Addition Error,20,25
"There are 13 cookies, and they need to be divided equally among 6 friends. How many cookies does each friend get?",Division Error,2.16666666666667,2.88756723482462
"There are 10 cookies, and they need to be divided equally among 6 friends. How many cookies does each friend get?",Division Error,1.66666666666667,1.87856751209758
"There are 6 cookies, and they need to be divided equally among 9 friends. How many cookies does each friend get?",Division Error,0.666666666666667,0.796574785861073
"There are 10 apples. If you add 6 more apples, how many apples do you have?",Addition Error,16,22
"John has 10 boxes, and each box contains 6 chocolates. How many chocolates does he have in total?",Multiplication Error,60,65
"There are 18 cookies, and they need to be divided equally among 9 friends. How many cookies does each friend get?",Division Error,2,2.29359093035659
"There are 5 apples. If you add 2 more apples, how many apples do you have?",Addition Error,7,11
"John has 7 boxes, and each box contains 6 chocolates. How many chocolates does he have in total?",Multiplication Error,42,51
"There are 13 cookies, and they need to be divided equally among 3 friends. How many cookies does each friend get?",Division Error,4.33333333333333,5.00870928939601
"There are 3 cookies, and they need to be divided equally among 4 friends. How many cookies does each friend get?",Division Error,0.75,0.985134832844913
"There are 12 cookies, and they need to be divided equally among 2 friends. How many cookies does each friend get?",Division Error,6,6.35647340384048
"There are 2 apples. If you add 4 more apples, how many apples do you have?",Addition Error,6,15
"There are 9 balloons. If 4 balloons pop, how many balloons are left?",Subtraction Error,5,8
"There are 3 apples. If you add 3 more apples, how many apples do you have?",Addition Error,6,13
"There are 18 cookies, and they need to be divided equally among 1 friends. How many cookies does each friend get?",Division Error,18,18.3666359753416
"There are 11 balloons. If 9 balloons pop, how many balloons are left?",Subtraction Error,2,12
"There are 11 apples. If you add 7 more apples, how many apples do you have?",Addition Error,18,25
"John has 10 boxes, and each box contains 8 chocolates. How many chocolates does he have in total?",Multiplication Error,80,82
"John has 19 boxes, and each box contains 4 chocolates. How many chocolates does he have in total?",Multiplication Error,76,86
"John has 18 boxes, and each box contains 2 chocolates. How many chocolates does he have in total?",Multiplication Error,36,37
"There are 12 cookies, and they need to be divided equally among 9 friends. How many cookies does each friend get?",Division Error,1.33333333333333,1.69492245952734
"There are 18 apples. If you add 10 more apples, how many apples do you have?",Addition Error,28,35
"There are 6 balloons. If 8 balloons pop, how many balloons are left?",Subtraction Error,-2,5
"There are 19 cookies, and they need to be divided equally among 8 friends. How many cookies does each friend get?",Division Error,2.375,3.13581285192684
"There are 4 balloons. If 2 balloons pop, how many balloons are left?",Subtraction Error,2,9
